id,name,kana,romaji,icon,url,workTags,gender,種族タグ,モチーフタグ,属性タグ,職業タグ,小物タグ,身体的特徴タグ
171,九作：Ｑ,きゅうさく きゅう,Kyusaku Q,image/kyusaku-q.png,https://sites.google.com/view/qsuke-garden/home,#九作Q,,,,,,,
172,116,ひいろ,Hiiro,image/hiiro.png,https://nanarabo626.studio.site,#ひーろーあーと,,,,,,,
173,ジド,じど,Jido,image/jido.png,https://makaron3264.wixsite.com/utauotoohana,#奈落の天蓋,,,,,,,
174,守智歌ピノ,しゅちか ぴの,Shuchika Pino,image/shuchika-pino.png,https://bowlroll.net/user/973681,#守智歌ピノ,,,,,,,
175,轟雪マチ丸,ごうせつ まちまる,Gosetsu Machimaru,image/gosetsu-machimaru.png,https://zsxcvhjnhh.wixsite.com/yukirakira,#轟雪マチ丸,,,,,,,
176,桃沼,ももぬま,Momonuma,image/momonuma.png,https://tropicalsamejima.wixsite.com/oyutau,桃沼(UTAU),,,,,,,
177,鼓音コハク,つづね こはく,Tsuzune Kohaku,image/tsuzune-kohaku.png,https://bellsworks.wixsite.com/bellsworks,#べるずわーくす,,,,,,,
178,マック音ヒトキ,まっくね ひとき,Mackne Hitoki,image/mackne-hitoki.png,https://www.mackhouse-soft.com,マック音ヒトキ(UTAU),,,,,,,
179,山名,やまな,Yamana,image/yamana.png,https://sereinrain113.wixsite.com/999sereinrain,#6月の放課後_山名,,,,,,,
180,刹葬セツリ,せっそう せつり,Sessou Setsuri,image/sessou-setsuri.png,https://ma2bana7.wixsite.com/sssr,#刹葬セツリ,,,,,,,
181,波音リツ,なみね りつ,Namine Ritsu,image/namine-ritsu.png,https://www.canon-voice.com,#波音リツ,,,,,,,
182,緑音翡翠,みどりね ひすい,Midorine Hisui,image/midorine-hisui.png,https://todosho1192.wixsite.com/my-site-3,#緑音翡翠,,,,,,,
183,飴唄ニレチ,あめうた にれち,Ameuta Nirechi,image/ameuta-nirechi.png,https://ametro.jimdofree.com,#ぞんび線CB,,,,,,,
184,ドット・ペル,どっと ぺる,Dot Pell,image/dot-pell.png,https://bowlroll.net/user/980255,#歌う雨やどり,男性,人間,,,科学・技術,眼部,目隠れ
185,鈴音レオン,すずの れおん,Suzuno Reon,image/suzuno-reon.png,https://bellsworks.wixsite.com/bellsworks,#べるずわーくす,,,,,,,
186,シロツメ,しろつめ,Shirotsume,image/shirotsume.png,https://seirentoybox.jimdofree.com,#セレソー作,不明,人間,,元ヤン|双子|故人,,,
187,プシュケ＝サリー,ぷしゅけ=さりー,Psyche=Sally,image/psyche-sally.png,https://maybeanglo0mochi.wixsite.com/mochiyanosouko,#めいあんぐ,,,,,,,
188,琴音レスト,ことね れすと,Kotone Resuto,image/kotone-resuto.png,https://bellsworks.wixsite.com/bellsworks,#べるずわーくす,,,,,,,
189,テトリー,てとりー,Tetly,image/tetly.png,https://hakutoujelly.booth.pm/items/6496885,#保冷安室,,,,,,,
190,騒呂助,さわぐ りょすけ,Sawagu Ryosuke,image/sawagu-ryosuke.png,https://grskmot8.wixsite.com/kdarock,#喜怒哀ROCK,男性,人間,,,芸能,眼部,高身長
191,日出,ひので,Hinode,image/hinode.png,https://sereinrain113.wixsite.com/999sereinrain,#6月の放課後_日出,,,,,,,
192,Sn&Cl,すず & せる,Suzu & Cell,image/suzu-cell.png,https://bellsworks.wixsite.com/bellsworks,#べるずわーくす,,,,,,,
193,KuragE,くらげ,Kurage,image/kurage.png,https://moqujc.wixsite.com/mqtop,#MQAW,女性,宇宙人,魚類・海洋生物,,,,髪型|目隠れ
194,鈴音ネオン,すずの ねおん,Suzuno Neon,image/suzuno-neon.png,https://bellsworks.wixsite.com/bellsworks,#べるずわーくす,,,,,,,
195,ソリシア,そりしあ,Solisia,image/solisia.png,https://mebisnori.wixsite.com/nori-mebis,#紫陽花ノ楽譜ト,,,,,,,
196,泡歌マカナ,あわか まかな,Awaka Makana,image/awaka-makana.png,https://utakata-utau330.studio.site,#泡沫の青ヰハル,女性,人型,哺乳類,,,,耳
197,鈴音リオン,すずの りおん,Suzuno Rion,image/suzuno-rion.png,https://bellsworks.wixsite.com/bellsworks,#べるずわーくす,,,,,,,
198,青葉アオ,あおば あお,Aoba Ao,image/aoba-ao.png,http://shadeofgreen.web.fc2.com,#玖夏参伏 ,,,,,,,
199,霜咲れあに,そうさき れあに,Sousaki Reani,image/sousaki-reani.png,https://yukimiyashimusho.jimdofree.com,#行宮事務所,,,,,,,
200,秋太,あきた,Akita,image/akita.png,https://jiwajiwakirinn.wixsite.com/sakurada,#秋太を目撃しました,,,,,,,
201,血音ヤン,ちぬ やん,Chine Yan,image/chine-yan.png,https://m.blog.naver.com/string_legacy/224045016399,#血音ヤン,,,,,,,
202,悩音Blue,なやね ぶるー,Nayane Blue,image/nayane-blue.png,https://abiencearray.carrd.co,#悩音Blue,,,,,,,
203,グウ,ぐう,Gu,image/gu.png,https://todosho1192.wixsite.com/my-site-3,#グウ (UTAU),,,,,,,
204,申暋慧,しん みんへ,Shin Min Hye,image/shin-min-hye.png,https://rapo080302.wixsite.com/twosibi,#신민혜,,,,,,,
205,轟音ロキ,ごうおん ろき,Gouon Roki,image/gouon-roki.png,https://todosho1192.wixsite.com/my-site-3,#轟音ロキ,,,,,,,髪色
206,16号,じゅうろくごう,No.16,image/no-16.png,https://sites.google.com/view/ronku99,16号(UTAU),不明,機械,,長寿,,,
207,シズルう,しずるう,Shizuruu,image/shizuruu.png,https://utau.fandom.com/wiki/Shizuruu,シズルう(UTAU),,,,,,,
208,琴音コト,ことね こと,Kotone Koto,image/kotone-koto.png,https://bellsworks.wixsite.com/bellsworks,#べるずわーくす,,,,,,,
209,ろんく1号,ろんく いちごう,Ronku No.1,image/ronku-no-1.png,https://sites.google.com/view/ronku99,ろんく1号(UTAU),無性別,機械,,,,,
210,おろかめし,おろかめし,Orokameshi,image/orokameshi.png,https://cgamy40.wixsite.com/tsuraiuroyoi,#モノクロの火葬場,,,,,,,
211,Tくん,てぃーくん,T kun,image/t-kun.png,https://mackerel178.wixsite.com/yuusensuizokukan,#有線水族館,男性,人間,,,,耳装備,
212,316,さいろ,Sairo,image/sairo.png,https://mackerel178.wixsite.com/yuusensuizokukan,#有線水族館,無性別,人造人間,,,,耳装備,髪型|目|肌|尻尾
213,深海マリン,ふかみ まりん,Fukami Marine,image/fukami-marine.png,https://komagatabone.fc2.page,#深海マリン,,,,,,,
214,カラフル・シュガースプリンクル,からふる しゅがーすぷりんくる,Colorful Sugar Sprinkle,image/colorful-sugar-sprinkle.png,https://bowlroll.net/user/946776,#カラフル・シュガースプリンクル,女性,天使,,,,,
215,客寄せRiley,きゃくよせ らいりー,Kyakuyose Riley,image/kyakuyose-riley.png,https://bowlroll.net/user/980255,#歌う雨やどり,男性,バーチャル,,,,眼部,肌
216,ネコナリ,ねこなり,Nekonari,image/nekonari.png,https://piku.page/@toitoitoi23,#ネコナリ,,,,,,,
217,メガネコ・ミッケタ,めがねこ みっけた,Meganeko Mikketa,image/meganeko-mikketa.png,https://seirentoybox.jimdofree.com,#セレソー作,男性,人間,,,科学・技術,眼部,肌
218,アスター・フローレス,あすたー ふろーれす,Aster・Flores,image/aster-flores.png,https://mitoristu.wixsite.com/kousaibako,#虹彩箱,,,,,,,
219,宵月未雲,よいづき みくも,Yoizuki Mikumo,image/yoizuki-mikumo.png,https://vividseekers.utau.sorairomarch.com,#そらいろマーチ,女性,バーチャル,,,,髪飾り,
220,姜運心,かん うんしむ,Kang Unshim,image/kang-unshim.png,https://magnawitch.wixsite.com/seong-ah,#Kang_UTAU,,,,,,,
221,オプティマ-215,おぷてぃま-215,OPTIMA-215,image/optima-215.png,https://magnawitch.wixsite.com/seong-ah,#OPTIMA_UTAU,,,,,,,
222,カイル・タイラー,かいる たいらー,Kyle Tyler,image/kyle-tyler.png,https://magnawitch.wixsite.com/seong-ah,カイル・タイラー(UTAU),,,,,,,
223,通音トオ,とおね とお,Tone Too,image/tone-too.png,https://toooru421.booth.pm/items/8151791,#通音トオ|#utau_tonetoo,,,,,,,
224,不破マリア,ふわ まりあ,Fuwa Maria,image/fuwa-maria.png,https://strife-horizon.weebly.com,#不破マリア,,,,,,,
225,マルアリア,あるまりあ,Maruaria,image/maruaria.png,https://bowlroll.net/user/946776,#マルアリア,男性,人間,,,,,傷・痕|模様・装飾|口元
226,サニティ・ドゥーユー,さにてぃ・どぅーゆー,Sanity Doyou,image/sanity-doyou.png,https://bowlroll.net/user/946776,#サニティ・ドゥーユー,女性,人間,,,治安,,目
227,いるやるい,いるや るい,Iruya Rui,image/iruya-rui.png,https://lclcofficial6565.wixsite.com/lclc,#LCLCみてみて,女性,バーチャル,,オタク,,耳装備|道具,髪色|眉
228,刃華音メタ,はがね めた,​Hagane Meta,image/​hagane-meta.png,​https://kagerou009.hatenablog.com,#夕焼け研究所,女性,人間,,,,耳装備,
229,さすらいのユーフォリア,さすらいのゆーふぉりあ,The Bard Euphoria,image/the-bard-euphoria.png,https://pessieuph.wixsite.com/meusycaseuphoria,#ムジカの友人たち,不明,人間,,,舞台・パフォーマンス,,
230,主音サラサ,あるじね さらさ,Arujine Sarasa,image/arujine-sarasa.png,https://arujinesarasa.wixsite.com/official,#主音サラサ,男性,人型,哺乳類,,,装身具|首装飾,耳|尻尾
231,雨歌エル,あまが える,Amaga Eru,image/amaga-eru.png,https://www.mizuiro.info/amagaelu,#雨歌エル,女性,人間,爬虫類・両生類,,,髪飾り,
232,鳴上キョウ,なるかみ きょう,Narukami Kyou,image/narukami-kyou.png,https://sites.google.com/view/arcobaleno-utau/home,鳴上キョウ(UTAU),男性,人間,,,,,
233,榊れを,さかき れを,Sakaki Leo,image/sakaki-leo.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,機械,,,使用人・家事,耳装備,髪色|目
234,天辻雷,あまつじ あずま,Amatsuji Azuma,image/amatsuji-azuma.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,神,,,教育,耳装備,髪型|髪色|目隠れ
235,灰咲囁,はいざき しょう,Haizaki Sho,image/haizaki-sho.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,吸血鬼,,,,耳装備,髪色
236,六弦エレキ,むげん えれき,Mugen Elec,image/mugen-elec.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,無性別,神,音楽,,,耳装備,尻尾
237,白躊夢,はくちゅうむ,Hakuchumu,image/hakuchumu.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,,,,,,髪色
238,不彁逆,ふかぎゃく,Hukagyaku,image/hukagyaku.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,,,,,,
239,未曾鬱,みぞう,Mizou,image/mizou.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,,,,,,髪色|目隠れ|体格
240,蜘渡紡,くもわたり つむぐ,Kumowatari Tsumugu,image/kumowatari-tsumugu.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,怪異,昆虫・節足動物,,,,
241,霹靂っぽいぜ,はたたっぽいぜ,Hatatappoize,image/hatatappoize.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,機械,,,,,髪色|目隠れ
242,白石朔汰,しらいし さくた,Shiraishi Sakuta,image/shiraishi-sakuta.png,https://lenskkpb.wixsite.com/len-sakaki-official,#廻音怪譚,男性,人間,,不老|不死,教育,武器,髪色|目
243,ちくさ,ちくさ,Chikusa,image/chikusa.png,https://mitamayade.wixsite.com/mitama,#ちくさ_UTAU,男性,,,,,,髪色|目
244,笑っぽいゾ,わらっぽいぞ,Warappoizo,image/warappoizo.png,https://lit.link/4ATEPQoK7bZP3auccNvRi28UQdf1,#笑っぽいゾ,男性,気体,,,,,
245,反映クサイ,はんえい くさい,Han'ei Xi,image/han'ei-xi.png,https://xi-voice.carrd.co,#XI_UTAU,不明,,,,,,髪色|目
246,愛須栗无,あいす くりむ,Aisu Kurimu,image/aisu-kurimu.png,https://utau.fandom.com/wiki/Aisu_Kurimu,Aisu Kurimu(UTAU),女性,機械,食べ物,,,耳装備,
247,泡沫綴,うたかた つづり,Utakata Tsuzuri,image/utakata-tsuzuri.png,https://tourist100f.wixsite.com/utakata-kosyo,#泡沫古書店,女性,人間,,,接客・販売,,
248,F-113,えふ いちいちさん,F-113,image/f-113.png,https://tourist100f.wixsite.com/utakata-kosyo,#泡沫古書店,女性,機械,,,,武器,
249,痛,あぷだ,Apuda,image/apuda.png,https://haingyoi.wixsite.com/utau,#APUDANG,不明,人間,,,科学・技術,服飾|道具,髪色|目隠れ
250,蛇川蓮,へびかわ れん,Hebikawa Ren,image/hebikawa-ren.png,https://lit.link/nemukoneko,蛇川蓮(UTAU),男性,人型,爬虫類・両生類,,,,模様・装飾|体格
251,鴉田椿,からすだ つばき,Karasuda Tsubaki,image/karasuda-tsubaki.png,https://lit.link/nemukoneko,鴉田椿(UTAU),男性,人型,鳥類,,,,
252,猫星人リセ,ねこせいじん りせ,The Alien Cat Lyce,image/the-alien-cat-lyce.png,https://note.com/lycopema/n/n7abddbef7b6e,#猫星人リセ,無性別,宇宙人,哺乳類,,,,耳|尻尾
253,KR-725,けーあーる-ななにーご,KR-725,image/kr-725.png,https://sites.google.com/view/ronku99,KR-725(UTAU),女性,機械,,,使用人・家事,眼部,
254,クルミヤキ吉行,くるみやき よしゆき,Kurumiyaki Yosiyuki,image/kurumiyaki-yosiyuki.png,https://hatonosuke5.booth.pm,#ボタン太の子|#クルミヤキ吉行,不明,人型,架空生物,,,ヘイロー|服飾,耳|目隠れ|尻尾
255,大海クリナ,おおうみ くりな,Oumi Kurina,image/oumi-kurina.png,https://uu.getuploader.com/mirakibonoutau,#大海クリナ,女性,人間,,,,,
256,みたま,みたま,Mitama,image/mitama.png,https://mitamayade.wixsite.com/mitama,#みたま_UTAU,女性,人間,,,,耳装備,髪色
257,みらきぼ11号,みらきぼじゅういちごう,Mirakibo 11-gou,image/mirakibo-11-gou.png,https://uu.getuploader.com/mirakibonoutau,#みらきぼ11号,不明,機械,,,,,尻尾
258,音夜秋月,おとや しゅうき,Otoya Syuki,image/otoya-syuki.png,https://sikiori.wepage.com,#四季折宛郵便,男性,人間,,コンプレックス|元ヤン,創作,眼部,髪色
259,夏乃星音,なつの せいと,Natsuno Seito,image/natsuno-seito.png,https://sikiori.wepage.com,#四季折宛郵便,男性,人間,,,接客・販売,,髪色
260,薪宮風季,まきみや ふうき,Makimiya Fuki,image/makimiya-fuki.png,https://mohumohuton.web.fc2.com/makimiya/index.html,#薪宮風季,男性,人間,,,芸能,耳装備|眼部|首装飾,
261,わくねむすぴか,わくねむ すぴか,Wakunemu Supika,image/wakunemu-supika.png,https://bowlroll.net/user/946776,#わくねむすぴか,女性,人型,芸術・創作,,,,
262,李音フヱル,すももね ふえる,Sumomone Fueru,image/sumomone-fueru.png,https://suukedayo.wixsite.com/shiawasefairu,#しあわせふぁいる ,無性別,天使,,,医療・支援,ヘイロー,翼|目
263,有部音ゴエμ,うぶおん ごえ,Ubuon Goe,image/ubuon-goe.png,https://nagimachi.wixsite.com/kairikonomachi,#返り子の町 ,不明,幽霊,,故人,教育,道具,低身長
264,終歌カツエα,しゅうた かつえ,Shuta Katsue,image/shuta-katsue.png,https://nagimachi.wixsite.com/kairikonomachi,#返り子の町 ,女性,人間,,,,髪飾り|眼部,低身長
265,鳴音ベルy,なるね べる,Narune Bell,image/narune-bell.png,https://nagimachi.wixsite.com/kairikonomachi,#返り子の町 ,不明,機械,音楽,,,髪飾り|耳装備,低身長
266,型式番号α-01,けいしきばんごうα-01,keishikibangoα-01,image/keishikibangoα-01.png,https://nagimachi.wixsite.com/kairikonomachi,#返り子の町 ,男性,機械,音楽,,,髪飾り|耳装備,髪色|目|高身長
267,一色スウ,いっしき すう,Isshiki Su,image/isshiki-su.png,http://utau.wikidot.com/utau:isshiki-suu,#一色スウ,男性,人間,,,芸能,眼部|耳装備,
268,亜音サイコ,つぎね さいこ,Tsugine Saiko,image/tsugine-saiko.png,https://aisupiku.wixsite.com/tsuginesaiko,#亜音サイコ,女性,人間,,,芸能,耳装備,尻尾
269,夏乃みかん,なつの みかん,Natsuno Mikan,image/natsuno-mikan.png,https://natsunomikan.crayonsite.com,#夏乃みかん,女性,人間,食べ物,,教育,髪飾り,
270,壊田破,かいだ やぶる,Kaida Yaburu,image/kaida-yaburu.png,https://bowlroll.net/user/891946,#かわせみうたのじかん|#破と治,男性,人間,,,教育,武器|服飾,
271,復元治,ふくもと なおり,Fukumoto Naori,image/fukumoto-naori.png,https://bowlroll.net/user/891946,#かわせみうたのじかん|#破と治,男性,人間,,,教育,服飾,傷・痕
272,カワノセセラギ,かわのせせらぎ,Kawa no Seseragi,image/kawa-no-seseragi.png,https://bowlroll.net/user/891946,#かわせみうたのじかん|#さえずりながるる,女性,人間,植物・自然,,,髪飾り,髪色
273,トリノサエズリ,とりのさえずり,Tori no Saezuri,image/tori-no-saezuri.png,https://bowlroll.net/user/891946,#かわせみうたのじかん|#さえずりながるる,女性,人間,植物・自然,,,髪飾り,髪色
274,剪除鶴偽,せんじょ つるぎ,Senjo Tsurugi,image/senjo-tsurugi.png,https://grskmot8.wixsite.com/kdarock,#喜怒哀ROCK,男性,人間,,ヤンキー,,服飾,目
275,Mk-Ⅰ,まーくわん,Mk-Ⅰ,image/mk-Ⅰ.png,https://lit.link/SHIROKUROlonely,#虚トリエ,無性別,機械,,,,,髪色|目
276,タイプC_1703,たいぷしー_1703,TypeC_1703,image/typec-1703.png,https://kugayaku1703.wixsite.com/typec1703,#鮮腐林檎室|#タイプC_1703,両性,キメラ|機械,食べ物,双子,,,高身長
277,タイプA_1604,たいぷえー_1604,TypeA_1604,image/typea-1604.png,https://kugayaku1703.wixsite.com/typec1703,#鮮腐林檎室|#タイプA_1604,男性,機械,食べ物,双子,,,高身長|模様・装飾
278,堕天ニル,だてん にる,Daten Niru,image/daten-niru.png,https://sites.google.com/view/yaguchi-web/utau,#堕天ニル,男性,人間,,ナルシスト,教育,,目隠れ|翼
279,硯朝灯,すずり あさひ,Suzuri Asahi,image/suzuri-asahi.png,https://sekkenkaoru.wixsite.com/sekkenutauhaihu,#箱庭の住民たち,男性,人間,,コンプレックス|元ヤン,治安,髪飾り|装身具,目隠れ|傷・痕
